"SessionID","StudentLevel","Discipline","SessionDate","SessionLengthMin","TotalPrompts","TaskType","AI_AssistanceLevel","FinalOutcome","UsedAgain","SatisfactionRating","Month","Year","DayOfWeek","SessionEfficiency","Cluster"
"SESSION05186","Undergraduate","Business",2024-09-18,8.06,2,"Brainstorming",2,"Idea Drafted","False",3.4,"09","2024","Wednesday",0.248138957816377,2
"SESSION05187","Graduate","Engineering",2025-03-16,31.49,11,"Coding",4,"Assignment Completed","True",4.4,"03","2025","Sunday",0.349317243569387,3
"SESSION05188","Undergraduate","Computer Science",2024-09-03,8.91,3,"Studying",4,"Idea Drafted","True",3.1,"09","2024","Tuesday",0.336700336700337,1
"SESSION05189","High School","Engineering",2024-07-20,15.87,3,"Writing",4,"Assignment Completed","True",4.1,"07","2024","Saturday",0.189035916824197,1
"SESSION05190","High School","History",2024-12-22,1.26,1,"Coding",3,"Assignment Completed","True",2.4,"12","2024","Sunday",0.793650793650794,2
"SESSION05191","Undergraduate","Psychology",2025-06-05,38.19,8,"Studying",4,"Idea Drafted","True",3.7,"06","2025","Thursday",0.209478921183556,3
"SESSION05192","Undergraduate","Biology",2024-10-17,26.64,8,"Coding",4,"Assignment Completed","True",4.6,"10","2024","Thursday",0.3003003003003,1
"SESSION05193","Graduate","Psychology",2024-09-14,8.95,1,"Studying",5,"Idea Drafted","True",5,"09","2024","Saturday",0.111731843575419,1
"SESSION05194","High School","Biology",2025-06-01,17.73,5,"Writing",4,"Idea Drafted","True",4,"06","2025","Sunday",0.282007896221094,1
"SESSION05195","Undergraduate","Math",2025-04-24,10.97,2,"Writing",4,"Idea Drafted","True",5,"04","2025","Thursday",0.182315405651778,1
"SESSION05196","Undergraduate","Business",2025-04-27,22.33,5,"Studying",3,"Idea Drafted","False",2.4,"04","2025","Sunday",0.223914017017465,2
"SESSION05197","Undergraduate","Business",2025-04-02,19.56,4,"Coding",5,"Assignment Completed","True",5,"04","2025","Wednesday",0.204498977505112,1
"SESSION05198","Undergraduate","Computer Science",2024-11-10,12.74,4,"Homework Help",4,"Assignment Completed","False",4.4,"11","2024","Sunday",0.313971742543171,1
"SESSION05199","High School","Biology",2024-12-11,9.03,3,"Studying",3,"Assignment Completed","True",3,"12","2024","Wednesday",0.332225913621262,2
"SESSION05200","Undergraduate","Engineering",2024-10-01,9.99,2,"Coding",4,"Idea Drafted","True",3.6,"10","2024","Tuesday",0.2002002002002,1
"SESSION05201","Undergraduate","Biology",2025-01-13,42.23,13,"Writing",5,"Assignment Completed","True",5,"01","2025","Monday",0.307838029836609,3
"SESSION05202","Undergraduate","Biology",2025-04-16,13.74,3,"Writing",3,"Idea Drafted","True",3.4,"04","2025","Wednesday",0.218340611353712,2
"SESSION05203","Undergraduate","Computer Science",2025-06-01,3.09,1,"Homework Help",3,"Assignment Completed","True",2.1,"06","2025","Sunday",0.323624595469256,2
"SESSION05204","Undergraduate","Math",2025-05-09,19.45,6,"Brainstorming",5,"Assignment Completed","True",5,"05","2025","Friday",0.308483290488432,1
"SESSION05205","Undergraduate","Biology",2024-09-25,6.5,1,"Writing",4,"Confused","True",2.8,"09","2024","Wednesday",0.153846153846154,1
"SESSION05206","High School","History",2024-11-02,62.58,14,"Coding",1,"Gave Up","True",1,"11","2024","Saturday",0.223713646532438,3
"SESSION05207","Undergraduate","Psychology",2025-05-28,15.82,5,"Coding",4,"Assignment Completed","True",3.5,"05","2025","Wednesday",0.316055625790139,1
"SESSION05208","Undergraduate","Math",2025-06-15,4.97,1,"Writing",5,"Idea Drafted","True",5,"06","2025","Sunday",0.201207243460765,1
"SESSION05209","Graduate","Biology",2024-08-21,4.98,1,"Writing",4,"Idea Drafted","True",4.2,"08","2024","Wednesday",0.200803212851406,1
"SESSION05210","Undergraduate","Business",2024-12-04,32.6,15,"Writing",4,"Assignment Completed","True",4.5,"12","2024","Wednesday",0.460122699386503,3
"SESSION05211","Undergraduate","Business",2025-01-15,14.35,3,"Writing",3,"Idea Drafted","False",3.1,"01","2025","Wednesday",0.209059233449477,2
"SESSION05212","Graduate","History",2024-07-17,14.81,3,"Writing",2,"Idea Drafted","True",1.4,"07","2024","Wednesday",0.202565833896016,2
"SESSION05213","Graduate","Biology",2024-11-28,13.07,4,"Studying",4,"Assignment Completed","True",3.8,"11","2024","Thursday",0.306044376434583,1
"SESSION05214","Undergraduate","Psychology",2025-05-24,24.02,5,"Coding",3,"Gave Up","False",1.9,"05","2025","Saturday",0.208159866777685,2
"SESSION05215","Undergraduate","Psychology",2024-10-08,29.5,8,"Coding",2,"Assignment Completed","False",1.5,"10","2024","Tuesday",0.271186440677966,2
"SESSION05216","High School","Biology",2025-01-21,5.67,2,"Coding",4,"Assignment Completed","True",4.2,"01","2025","Tuesday",0.352733686067019,1
"SESSION05217","Graduate","Business",2024-12-10,14.19,4,"Writing",5,"Idea Drafted","True",5,"12","2024","Tuesday",0.281888653981677,1
"SESSION05218","Undergraduate","Engineering",2024-07-09,13.05,4,"Homework Help",2,"Confused","True",2,"07","2024","Tuesday",0.306513409961686,2
"SESSION05219","Graduate","Engineering",2025-04-09,14.02,3,"Homework Help",4,"Confused","False",4.4,"04","2025","Wednesday",0.21398002853067,1
"SESSION05220","Undergraduate","Math",2024-12-07,16.04,3,"Coding",4,"Assignment Completed","True",4.5,"12","2024","Saturday",0.187032418952618,1
"SESSION05221","Undergraduate","History",2024-12-14,11,3,"Studying",4,"Idea Drafted","True",2.9,"12","2024","Saturday",0.272727272727273,1
"SESSION05222","Undergraduate","Math",2024-09-07,24.61,7,"Coding",5,"Gave Up","False",4.2,"09","2024","Saturday",0.284437220642015,1
"SESSION05223","Undergraduate","Math",2025-02-07,83.25,22,"Coding",3,"Assignment Completed","False",4.1,"02","2025","Friday",0.264264264264264,3
"SESSION05224","High School","Engineering",2025-01-22,6.43,2,"Writing",3,"Assignment Completed","True",3,"01","2025","Wednesday",0.31104199066874,2
"SESSION05225","Undergraduate","Business",2024-09-17,7.4,2,"Coding",5,"Assignment Completed","False",5,"09","2024","Tuesday",0.27027027027027,1
"SESSION05226","Undergraduate","Engineering",2025-03-29,8.2,1,"Coding",4,"Assignment Completed","True",2.9,"03","2025","Saturday",0.121951219512195,1
"SESSION05227","Undergraduate","Computer Science",2024-09-29,18.21,4,"Studying",5,"Gave Up","False",4.7,"09","2024","Sunday",0.219659527732015,1
"SESSION05228","Undergraduate","Engineering",2025-06-05,4.77,1,"Coding",5,"Assignment Completed","False",5,"06","2025","Thursday",0.209643605870021,1
"SESSION05229","Graduate","History",2024-10-18,22.92,7,"Research",2,"Idea Drafted","True",1.2,"10","2024","Friday",0.305410122164049,2
"SESSION05230","High School","Computer Science",2025-06-20,17.42,7,"Writing",5,"Idea Drafted","False",5,"06","2025","Friday",0.401836969001148,1
"SESSION05231","Undergraduate","Psychology",2025-01-20,28.26,6,"Coding",3,"Assignment Completed","True",1.7,"01","2025","Monday",0.212314225053079,2
"SESSION05232","Graduate","Computer Science",2025-01-05,50.95,18,"Homework Help",3,"Assignment Completed","True",2.9,"01","2025","Sunday",0.353287536800785,3
"SESSION05233","High School","Psychology",2024-09-07,7.07,3,"Studying",2,"Confused","True",1,"09","2024","Saturday",0.424328147100424,2
"SESSION05234","High School","Computer Science",2025-01-22,11.14,3,"Homework Help",4,"Confused","True",3.4,"01","2025","Wednesday",0.269299820466786,1
"SESSION05235","High School","Biology",2024-10-19,3.9,1,"Homework Help",3,"Idea Drafted","True",2.9,"10","2024","Saturday",0.256410256410256,2
"SESSION05236","Undergraduate","Engineering",2024-08-31,8.92,2,"Coding",4,"Confused","False",4.8,"08","2024","Saturday",0.224215246636771,1
"SESSION05237","High School","Engineering",2024-10-25,7.97,2,"Studying",5,"Assignment Completed","True",5,"10","2024","Friday",0.250941028858218,1
"SESSION05238","Undergraduate","History",2025-04-30,10.18,2,"Studying",5,"Confused","False",4.6,"04","2025","Wednesday",0.196463654223969,1
"SESSION05239","Undergraduate","History",2024-09-20,8.25,1,"Writing",3,"Assignment Completed","True",4.1,"09","2024","Friday",0.121212121212121,1
"SESSION05240","Undergraduate","Computer Science",2024-11-19,33.47,6,"Writing",3,"Assignment Completed","True",2.7,"11","2024","Tuesday",0.179265013444876,2
"SESSION05241","Undergraduate","Engineering",2025-06-16,12.57,3,"Coding",4,"Idea Drafted","True",4.4,"06","2025","Monday",0.238663484486873,1
"SESSION05242","Undergraduate","Math",2025-04-29,5.22,1,"Coding",3,"Assignment Completed","True",2,"04","2025","Tuesday",0.191570881226054,2
"SESSION05243","Undergraduate","Computer Science",2025-06-11,6.17,2,"Studying",3,"Gave Up","False",3,"06","2025","Wednesday",0.324149108589951,2
"SESSION05244","High School","Engineering",2025-02-23,17.55,8,"Writing",4,"Assignment Completed","True",4.6,"02","2025","Sunday",0.455840455840456,1
"SESSION05245","Undergraduate","Business",2025-05-20,15.38,5,"Homework Help",5,"Assignment Completed","True",4.3,"05","2025","Tuesday",0.325097529258778,1
"SESSION05246","Graduate","Engineering",2024-10-17,17.58,3,"Coding",3,"Assignment Completed","True",4.7,"10","2024","Thursday",0.170648464163823,1
"SESSION05247","High School","Psychology",2024-11-28,8.45,2,"Writing",4,"Idea Drafted","True",4.3,"11","2024","Thursday",0.236686390532544,1
"SESSION05248","Undergraduate","Business",2025-06-14,12.58,2,"Writing",2,"Assignment Completed","True",1.5,"06","2025","Saturday",0.158982511923688,2
"SESSION05249","Undergraduate","Math",2024-08-16,35.36,13,"Studying",1,"Confused","True",1,"08","2024","Friday",0.367647058823529,2
"SESSION05250","Undergraduate","Psychology",2025-01-19,45.79,11,"Coding",4,"Assignment Completed","False",3.7,"01","2025","Sunday",0.240227123826163,3
"SESSION05251","Undergraduate","Engineering",2024-07-12,34.36,7,"Homework Help",2,"Idea Drafted","True",1.6,"07","2024","Friday",0.20372526193248,2
"SESSION05252","Undergraduate","Biology",2024-10-30,3.41,1,"Writing",3,"Idea Drafted","True",2.3,"10","2024","Wednesday",0.293255131964809,2
"SESSION05253","Undergraduate","History",2024-10-31,11.97,3,"Homework Help",2,"Assignment Completed","False",3.8,"10","2024","Thursday",0.25062656641604,2
"SESSION05254","Graduate","History",2024-07-14,7.24,2,"Studying",4,"Gave Up","False",3.9,"07","2024","Sunday",0.276243093922652,1
"SESSION05255","Undergraduate","History",2024-12-14,18.89,6,"Coding",2,"Idea Drafted","True",2.4,"12","2024","Saturday",0.317628374801482,2
"SESSION05256","Graduate","Business",2025-05-07,48.47,14,"Writing",2,"Idea Drafted","False",3.9,"05","2025","Wednesday",0.288838456777388,3
"SESSION05257","Graduate","Psychology",2024-12-13,70.62,16,"Homework Help",3,"Idea Drafted","True",1.2,"12","2024","Friday",0.226564712546021,3
"SESSION05258","High School","Biology",2025-06-19,26.05,8,"Coding",3,"Idea Drafted","True",3.2,"06","2025","Thursday",0.307101727447217,2
"SESSION05259","Undergraduate","Computer Science",2024-10-09,24.13,6,"Homework Help",4,"Assignment Completed","True",4.6,"10","2024","Wednesday",0.248653128885205,1
"SESSION05260","Undergraduate","Biology",2025-03-24,7.27,2,"Homework Help",3,"Confused","True",3.5,"03","2025","Monday",0.275103163686382,2
"SESSION05261","Undergraduate","Psychology",2024-07-13,29.12,6,"Studying",4,"Confused","False",4.3,"07","2024","Saturday",0.206043956043956,1
"SESSION05262","Undergraduate","Psychology",2024-11-23,25.84,9,"Coding",3,"Assignment Completed","True",2.4,"11","2024","Saturday",0.348297213622291,2
"SESSION05263","Undergraduate","Computer Science",2024-11-10,21.98,9,"Studying",3,"Assignment Completed","False",2.6,"11","2024","Sunday",0.409463148316651,2
"SESSION05264","Graduate","History",2024-12-15,43.6,12,"Studying",4,"Assignment Completed","False",3.7,"12","2024","Sunday",0.275229357798165,3
"SESSION05265","Undergraduate","Biology",2025-02-19,5.6,1,"Homework Help",5,"Confused","False",5,"02","2025","Wednesday",0.178571428571429,1
"SESSION05266","High School","Computer Science",2024-11-01,20.57,5,"Homework Help",4,"Assignment Completed","True",4.4,"11","2024","Friday",0.243072435585805,1
"SESSION05267","Graduate","Psychology",2024-11-07,32.1,7,"Writing",4,"Confused","False",5,"11","2024","Thursday",0.218068535825545,1
"SESSION05268","Graduate","Biology",2024-07-25,22.9,7,"Research",2,"Idea Drafted","True",2.6,"07","2024","Thursday",0.305676855895197,2
"SESSION05269","High School","Business",2024-11-12,14.62,5,"Coding",5,"Assignment Completed","True",4.2,"11","2024","Tuesday",0.341997264021888,1
"SESSION05270","Undergraduate","Engineering",2024-11-25,26.41,5,"Brainstorming",5,"Idea Drafted","False",4.2,"11","2024","Monday",0.189322226429383,1
"SESSION05271","Undergraduate","Biology",2024-08-24,7.48,3,"Homework Help",5,"Assignment Completed","True",5,"08","2024","Saturday",0.401069518716578,1
"SESSION05272","High School","Math",2024-09-11,24.53,7,"Writing",3,"Assignment Completed","True",1.9,"09","2024","Wednesday",0.285364859355891,2
"SESSION05273","Undergraduate","Business",2025-01-29,18.27,8,"Writing",3,"Assignment Completed","True",2.9,"01","2025","Wednesday",0.437876299945265,2
"SESSION05274","Undergraduate","Psychology",2024-09-02,25.94,11,"Writing",4,"Gave Up","True",5,"09","2024","Monday",0.424055512721665,1
"SESSION05275","Graduate","Biology",2025-04-03,74.95,24,"Writing",3,"Idea Drafted","True",2.7,"04","2025","Thursday",0.320213475650434,3
"SESSION05276","Graduate","Engineering",2025-05-10,9.95,4,"Studying",4,"Idea Drafted","False",4.6,"05","2025","Saturday",0.402010050251256,1
"SESSION05277","Undergraduate","Business",2024-06-27,33.93,9,"Brainstorming",5,"Assignment Completed","True",5,"06","2024","Thursday",0.26525198938992,1
"SESSION05278","Undergraduate","Math",2025-02-09,20.1,4,"Homework Help",4,"Assignment Completed","True",3.5,"02","2025","Sunday",0.199004975124378,1
"SESSION05279","Undergraduate","Math",2024-07-07,11.01,2,"Writing",3,"Assignment Completed","True",3.7,"07","2024","Sunday",0.181653042688465,2
"SESSION05280","High School","Engineering",2025-01-20,23.13,4,"Studying",4,"Gave Up","False",3.7,"01","2025","Monday",0.172935581495893,1
"SESSION05281","Graduate","Engineering",2025-06-22,28.09,10,"Studying",2,"Confused","True",1.9,"06","2025","Sunday",0.355998576005696,2
"SESSION05282","Undergraduate","Business",2024-10-31,13.59,2,"Coding",4,"Assignment Completed","True",4.2,"10","2024","Thursday",0.147167034584253,1
"SESSION05283","Graduate","Math",2025-06-09,6.31,1,"Writing",5,"Assignment Completed","True",4.8,"06","2025","Monday",0.158478605388273,1
"SESSION05284","Undergraduate","Engineering",2025-04-17,35.98,8,"Writing",4,"Assignment Completed","True",3.4,"04","2025","Thursday",0.222345747637576,3
"SESSION05285","Undergraduate","Psychology",2024-10-28,8.23,2,"Homework Help",4,"Confused","False",5,"10","2024","Monday",0.243013365735115,1
"SESSION05286","Undergraduate","Business",2024-08-04,21.93,8,"Writing",4,"Assignment Completed","True",3.9,"08","2024","Sunday",0.364797081623347,1
"SESSION05287","Undergraduate","Math",2024-07-10,5.99,2,"Coding",4,"Idea Drafted","True",4.8,"07","2024","Wednesday",0.333889816360601,1
"SESSION05288","Undergraduate","Computer Science",2025-01-01,11.1,2,"Homework Help",2,"Idea Drafted","True",1.3,"01","2025","Wednesday",0.18018018018018,2
"SESSION05289","Graduate","Biology",2025-02-23,16.84,5,"Coding",4,"Assignment Completed","True",3.3,"02","2025","Sunday",0.296912114014252,1
"SESSION05290","Undergraduate","Engineering",2025-03-22,37.06,7,"Brainstorming",4,"Confused","True",4.2,"03","2025","Saturday",0.188882892606584,3
"SESSION05291","Undergraduate","Computer Science",2024-10-22,21.24,4,"Writing",1,"Gave Up","True",2.5,"10","2024","Tuesday",0.188323917137476,2
"SESSION05292","Undergraduate","Math",2025-04-03,16.68,6,"Studying",4,"Assignment Completed","False",2.6,"04","2025","Thursday",0.359712230215827,2
"SESSION05293","Undergraduate","History",2024-07-04,5.39,2,"Homework Help",5,"Assignment Completed","True",5,"07","2024","Thursday",0.371057513914657,1
"SESSION05294","Graduate","Psychology",2025-03-09,15.92,3,"Homework Help",2,"Idea Drafted","True",2.4,"03","2025","Sunday",0.188442211055276,2
"SESSION05295","Undergraduate","Engineering",2025-02-12,35.67,12,"Homework Help",3,"Gave Up","True",2.7,"02","2025","Wednesday",0.336417157275021,3
"SESSION05296","Undergraduate","Computer Science",2024-08-02,5.64,1,"Writing",4,"Idea Drafted","True",4.8,"08","2024","Friday",0.177304964539007,1
"SESSION05297","High School","Biology",2025-06-04,51.3,18,"Writing",3,"Confused","False",2.4,"06","2025","Wednesday",0.350877192982456,3
"SESSION05298","Undergraduate","Psychology",2024-09-22,22.57,5,"Coding",4,"Assignment Completed","True",3.6,"09","2024","Sunday",0.221533008418254,1
"SESSION05299","Undergraduate","History",2024-08-01,4.15,1,"Studying",3,"Idea Drafted","True",3.9,"08","2024","Thursday",0.240963855421687,1
"SESSION05300","Graduate","Computer Science",2024-07-26,26.12,6,"Homework Help",3,"Confused","False",2.6,"07","2024","Friday",0.229709035222052,2
"SESSION05301","High School","Business",2024-08-01,17.47,6,"Studying",2,"Assignment Completed","True",2.6,"08","2024","Thursday",0.343445907269605,2
"SESSION05302","Undergraduate","Computer Science",2024-12-20,42.49,15,"Coding",3,"Assignment Completed","True",2.9,"12","2024","Friday",0.353024240997882,3
"SESSION05303","Graduate","Biology",2025-04-22,20.43,5,"Studying",4,"Assignment Completed","False",3.5,"04","2025","Tuesday",0.244738130200685,1
"SESSION05304","Graduate","Engineering",2025-01-07,3.61,1,"Writing",3,"Idea Drafted","True",2.9,"01","2025","Tuesday",0.277008310249307,2
"SESSION05305","Undergraduate","Math",2025-06-24,18.01,4,"Coding",4,"Assignment Completed","True",4.5,"06","2025","Tuesday",0.222098833981122,1
"SESSION05306","Undergraduate","Engineering",2024-11-21,11.88,2,"Writing",3,"Assignment Completed","True",3.4,"11","2024","Thursday",0.168350168350168,2
"SESSION05307","High School","Psychology",2024-07-30,41.2,16,"Homework Help",3,"Assignment Completed","True",4.1,"07","2024","Tuesday",0.388349514563107,3
